"Row Type,City name,City ID,Cost,Clicks,Impr,Cost/wt action,Weighted actions,Avg CPC,CTR,Avg pos"
",Milford,1017207,0.00,0,1,,0.00,,0.0000,"
",Hollins,9052145,0.00,0,3,,0.00,,0.0000,"
",Indian Trail,1021160,10.74,2,6,2.69,4.00,5.37,0.3333,"
",Santa Ynez,1014258,0.00,0,1,,0.00,,0.0000,"
",Liberty,1026557,0.00,0,1,,0.00,,0.0000,"
",Sandia Park,1022586,0.00,0,1,,0.00,,0.0000,"
",Ridgeville,1025647,5.60,1,1,5.60,1.00,5.60,1.0000,"
",Allentown,1021999,0.00,0,2,,0.00,,0.0000,"
",Spring Hill,1017637,0.00,0,1,,0.00,,0.0000,"
",Charlevoix,1019207,9.55,1,2,2.39,4.00,9.55,0.5000,"
",Sturgis,1019615,0.00,0,1,,0.00,,0.0000,"
",Waialua,1015615,0.00,0,3,,0.00,,0.0000,"
",Okanogan,1027689,0.00,0,2,,0.00,,0.0000,"
",Tobyhanna,1025338,0.00,0,2,,0.00,,0.0000,"
",Adamsville,1012928,5.73,1,2,2.87,2.00,5.73,0.5000,"
",Narrowsburg,1023180,0.00,0,1,,0.00,,0.0000,"
",Jamestown,1024966,0.00,0,1,,0.00,,0.0000,"
",Moss Bluff,9052479,0.00,0,11,,0.00,,0.0000,"
",Butler,1017019,0.00,0,3,,0.00,,0.0000,"
",Wadesboro,1021348,0.00,0,4,,0.00,,0.0000,"
",Johnstown,1023767,0.00,0,1,,0.00,,0.0000,"
",Tuscumbia,1013140,9.34,1,3,4.67,2.00,9.34,0.3333,"
",Williamsburg,1016111,0.00,0,1,,0.00,,0.0000,"
",Patterson,1023247,0.00,0,5,,0.00,,0.0000,"
",Sanford,9052805,5.20,1,12,5.20,1.00,5.20,0.0833,"
",Yelm,1027812,0.00,0,5,,0.00,,0.0000,"
",Bruceton,1025932,0.00,0,1,,0.00,,0.0000,"
",Bethlehem,1021811,0.00,0,5,,0.00,,0.0000,"
",Siren,1028210,0.00,0,1,,0.00,,0.0000,"
",Big Sandy,1026224,0.00,0,1,,0.00,,0.0000,"
",Decorah,1015740,0.00,0,1,,0.00,,0.0000,"
",Bel Air North,9051569,0.00,0,8,,0.00,,0.0000,"
",Quitman,1026721,0.00,0,2,,0.00,,0.0000,"
",Lancaster,1018263,0.00,0,2,,0.00,,0.0000,"
",Belton,1026220,0.00,0,1,,0.00,,0.0000,"
",Tonopah,1013506,9.60,2,1,9.60,1.00,4.80,2.0000,"
",Epping,1021848,0.00,0,1,,0.00,,0.0000,"
",Walling,1026157,0.00,0,2,,0.00,,0.0000,"
",Stratford,1028228,0.00,0,1,,0.00,,0.0000,"
",Byram Township,9051672,0.00,0,1,,0.00,,0.0000,"
",Lawrenceburg,1026043,0.00,0,4,,0.00,,0.0000,"
",Soperton,1015510,0.00,0,2,,0.00,,0.0000,"
",Bigfork,1020853,0.00,0,1,,0.00,,0.0000,"
",Huntertown,9052174,0.00,0,1,,0.00,,0.0000,"
",Delphi,1017063,0.00,0,3,,0.00,,0.0000,"
",South Beloit,1016855,0.00,0,2,,0.00,,0.0000,"
",Foristell,1020333,0.00,0,2,,0.00,,0.0000,"
",Cordova,1016386,0.00,0,1,,0.00,,0.0000,"
",Lena,1028048,0.00,0,2,,0.00,,0.0000,"
",Defiance,1023659,9.26,2,5,,0.00,4.63,0.4000,"
",Eagle,1014494,0.00,0,2,,0.00,,0.0000,"
",Lake Preston,1025796,0.00,0,1,,0.00,,0.0000,"
",Doniphan,1021644,0.00,0,1,,0.00,,0.0000,"
",Claysburg,1024741,0.00,0,1,,0.00,,0.0000,"
",Alba,1026173,0.00,0,1,,0.00,,0.0000,"
",Iowa Falls,1015845,4.42,1,2,1.47,3.00,4.42,0.5000,"
",Cushing,1024177,3.73,1,4,1.86,2.00,3.73,0.2500,"
",Shirley,9052841,0.00,0,1,,0.00,,0.0000,"
",Claremore,1024160,0.00,0,7,,0.00,,0.0000,"
",Warren,1016932,6.29,1,3,6.29,1.00,6.29,0.3333,"
",Fayette,1023693,0.00,0,1,,0.00,,0.0000,"
",Alger,1023525,0.00,0,1,,0.00,,0.0000,"
",Latrobe,1025009,13.32,2,8,4.44,3.00,6.66,0.2500,"
",Garrison,1022939,0.00,0,1,,0.00,,0.0000,"
",Monterey,1026074,0.00,0,2,,0.00,,0.0000,"
",Columbus,1017443,0.00,0,3,,0.00,,0.0000,"
",Sun Valley,1022658,0.00,0,1,,0.00,,0.0000,"
",Harrold,1026458,0.00,0,1,,0.00,,0.0000,"
",Severna Park,1018706,0.00,0,5,0.00,2.00,,0.0000,"
",Morristown,1026076,18.10,4,11,4.53,4.00,4.53,0.3636,"
",Short Pump,9052847,0.00,0,1,,0.00,,0.0000,"
",Marlinton,1028376,0.00,0,0,,0.00,,,"
",Orrville,1023916,0.00,0,4,,0.00,,0.0000,"
",Newton,1013082,0.00,0,2,,0.00,,0.0000,"
",Windham,1023503,0.00,0,2,,0.00,,0.0000,"
",Lomira,1028052,0.00,0,3,,0.00,,0.0000,"
",New Berlin,1016715,0.00,0,1,,0.00,,0.0000,"
",Miramar Beach,9052453,0.00,0,9,,0.00,,0.0000,"
",Waupun,1028268,0.00,0,3,,0.00,,0.0000,"
",Hoffman Estates,1016559,16.21,4,25,2.03,8.00,4.05,0.1600,"
",Westhampton Beach,1023492,0.00,0,2,,0.00,,0.0000,"
",Exira,1015779,0.00,0,5,,0.00,,0.0000,"
",Griffith,1017125,0.00,0,0,0.00,2.00,,,"
",Marsing,1016187,0.00,0,1,,0.00,,0.0000,"
",West Warwick,1025490,0.00,0,5,,0.00,,0.0000,"
",Balsam Lake,1027843,6.49,1,1,,0.00,6.49,1.0000,"
",Winterset,1016113,0.00,0,2,,0.00,,0.0000,"
",Penn Yan,1023256,4.85,1,1,,0.00,4.85,1.0000,"
",Spring House,1025305,0.00,0,3,,0.00,,0.0000,"
",York,1013154,0.00,0,1,,0.00,,0.0000,"
",Fort Gratiot Township,9051969,0.00,0,6,,0.00,,0.0000,"
",Orient,1015966,0.00,0,1,,0.00,,0.0000,"
",Montclair,1014025,25.76,6,31,2.58,10.00,4.29,0.1935,"
",Crescent City,1013710,0.00,0,3,,0.00,,0.0000,"
",Westbury,1023489,30.34,6,31,3.79,8.00,5.06,0.1935,"
",Espanola,1022531,5.15,1,3,5.15,1.00,5.15,0.3333,"
",Solon,1023993,4.69,1,33,2.35,2.00,4.69,0.0303,"
",Parkland,9052641,15.05,3,19,2.51,6.00,5.02,0.1579,"
",Minot,1021504,5.55,1,18,,0.00,5.55,0.0556,"
",Placentia,1014143,3.46,1,13,,0.00,3.46,0.0769,"
",Owensville,1020530,4.72,1,2,4.72,1.00,4.72,0.5000,"
",Brea,1013613,8.43,2,21,2.11,4.00,4.21,0.0952,"
",Richfield,1028184,0.00,0,3,,0.00,,0.0000,"
",Clementon,1022076,0.00,0,15,,0.00,,0.0000,"
",Kenmore,9052223,0.00,0,22,,0.00,,0.0000,"
",Belgrade,1018771,0.00,0,2,,0.00,,0.0000,"
",Broken Arrow,1024141,9.62,2,39,4.81,2.00,4.81,0.0513,"
",Lizella,1015417,0.00,0,2,,0.00,,0.0000,"
",Ellijay,1015342,4.77,1,5,4.77,1.00,4.77,0.2000,"
",Boonville,1017006,0.00,0,5,,0.00,,0.0000,"
",Ocean Springs,1020791,9.01,2,23,4.50,2.00,4.50,0.0870,"
",San Jacinto,1014224,0.00,0,8,,0.00,,0.0000,"
",Machesney Park,1016639,14.13,3,23,2.83,5.00,4.71,0.1304,"
",Hildebran,1021151,4.58,1,1,,0.00,4.58,1.0000,"
",Montebello,1014027,13.09,3,23,4.36,3.00,4.36,0.1304,"
",Wakefield,1018447,13.20,4,23,2.64,5.00,3.30,0.1739,"
",Corvallis,1024429,5.79,1,37,5.79,1.00,5.79,0.0270,"
",Surfside Beach,9052950,0.00,0,9,,0.00,,0.0000,"
",Texas City,1026835,15.58,3,12,5.19,3.00,5.19,0.2500,"
",Acworth,1015243,0.00,0,36,,0.00,,0.0000,"
",Upper Sandusky,1024044,3.75,1,7,3.75,1.00,3.75,0.1429,"
",Battle Ground,1027507,0.00,0,8,,0.00,,0.0000,"
",Pennington,1022336,12.08,3,63,1.21,10.00,4.03,0.0476,"
",Stayton,1024574,0.00,0,2,,0.00,,0.0000,"
",Bowie,1018519,21.88,5,39,3.13,7.00,4.38,0.1282,"
",New Berlin,1025131,0.00,0,3,,0.00,,0.0000,"
",Purcellville,1027261,0.00,0,10,,0.00,,0.0000,"
",Port Arthur,1026701,0.00,0,4,,0.00,,0.0000,"
",Copiague,1022834,11.21,2,6,11.21,1.00,5.61,0.3333,"
",Madisonville,1017828,4.63,1,8,4.63,1.00,4.63,0.1250,"
",Bellefonte,1024653,6.63,1,58,2.21,3.00,6.63,0.0172,"
",Flushing,1019290,0.00,0,7,,0.00,,0.0000,"
",Corbett,1024427,15.00,3,15,1.88,8.00,5.00,0.2000,"
",Carrollton,1023612,0.00,0,2,,0.00,,0.0000,"
",Indian Hill,9052181,4.99,1,9,2.50,2.00,4.99,0.1111,"
",Chagrin Falls,1023618,25.58,6,31,2.33,11.00,4.26,0.1935,"
",Belmont,1018118,25.66,6,60,1.22,21.00,4.28,0.1000,"
",Kamas,1026943,0.00,0,6,,0.00,,0.0000,"
",Sandwich,1016830,13.69,3,8,1.52,9.00,4.56,0.3750,"
",Mont Belvieu,1026632,8.17,2,19,2.72,3.00,4.08,0.1053,"
",Florence,1024457,0.00,0,3,,0.00,,0.0000,"
",Opelika,1013089,15.47,3,29,5.16,3.00,5.16,0.1034,"
",Edinburg,1026373,10.87,2,16,2.17,5.00,5.43,0.1250,"
",Hazleton,1024931,3.75,1,13,,0.00,3.75,0.0769,"
",Fresno,1026405,4.95,1,9,2.48,2.00,4.95,0.1111,"
",Carpinteria,1013655,3.84,1,2,3.84,1.00,3.84,0.5000,"
",Oakland Park,9052586,13.04,3,33,6.52,2.00,4.35,0.0909,"
",Williamstown,9053166,0.00,0,3,,0.00,,0.0000,"
",Whitelaw,1028282,9.57,2,3,1.91,5.00,4.79,0.6667,"
",Clinton,1019773,0.00,0,1,,0.00,,0.0000,"
",Lucama,1021194,0.00,0,6,,0.00,,0.0000,"
",Sparta,1016861,0.00,0,1,,0.00,,0.0000,"
",Grain Valley,1020356,4.76,1,3,,0.00,4.76,0.3333,"
",Gilbertsville,1024889,10.42,2,9,3.47,3.00,5.21,0.2222,"
",Wadsworth,1024054,4.02,1,18,1.00,4.00,4.02,0.0556,"
",Pine Grove,1014136,0.00,0,1,,0.00,,0.0000,"
",El Reno,1024189,4.81,1,1,1.20,4.00,4.81,1.0000,"
",Flemington,1022126,37.18,9,54,2.66,14.00,4.13,0.1667,"
",Doctor Phillips,9051838,12.28,2,14,2.46,5.00,6.14,0.1429,"
",Lindon,1026951,0.00,0,21,,0.00,,0.0000,"
",New Salem Borough,9052517,9.47,2,14,,0.00,4.74,0.1429,"
",Alliance,1021593,0.00,0,2,,0.00,,0.0000,"
",Seaside,1014264,0.00,0,7,,0.00,,0.0000,"
",South Haven,1019592,0.00,0,2,,0.00,,0.0000,"
",Frenchville,1018859,10.74,2,4,5.37,2.00,5.37,0.5000,"
",Wapato,1027795,0.00,0,1,,0.00,,0.0000,"
",Austell,1015257,7.67,2,14,3.83,2.00,3.83,0.1429,"
",Hinckley,1019885,0.00,0,1,,0.00,,0.0000,"
",Elkton,1025745,4.85,1,2,,0.00,4.85,0.5000,"
",Industry,1024961,10.88,2,1,,0.00,5.44,2.0000,"
",Sacaton,1013473,0.00,0,1,,0.00,,0.0000,"
",Brooklyn,1019179,0.00,0,1,,0.00,,0.0000,"
",Scranton,1021543,0.00,0,0,,0.00,,,"
",Barnesville,1023552,0.00,0,2,,0.00,,0.0000,"
",Brecksville,1023585,10.60,2,4,,0.00,5.30,0.5000,"
",Red Lodge,1020942,0.00,0,2,,0.00,,0.0000,"
",Moyock,1021233,0.00,0,3,,0.00,,0.0000,"
",Searingtown,9052820,0.00,0,1,,0.00,,0.0000,"
",Ilion,1023027,0.00,0,3,,0.00,,0.0000,"
",Plainview,1026694,9.05,2,3,4.53,2.00,4.53,0.6667,"
",Maple City,1019432,0.00,0,6,,0.00,,0.0000,"
",Wills Point,1026891,5.06,1,2,5.06,1.00,5.06,0.5000,"
",Lackawanna,9052253,0.00,0,2,,0.00,,0.0000,"
",Sorrento,1015200,0.00,0,4,,0.00,,0.0000,"
",Bolton,1018126,0.00,0,2,,0.00,,0.0000,"
",Carmichaels,1024718,4.96,1,1,4.96,1.00,4.96,1.0000,"
",Carver,1019753,0.00,0,1,,0.00,,0.0000,"
",Arco,1016123,0.00,0,2,,0.00,,0.0000,"
",Algonac,1019118,0.00,0,7,,0.00,,0.0000,"
",Morgan City,1018031,0.00,0,2,,0.00,,0.0000,"
",Ambridge,1024624,0.00,0,5,,0.00,,0.0000,"
",Columbia Station,1023638,0.00,0,1,,0.00,,0.0000,"
",Waleska,1015548,0.00,0,1,,0.00,,0.0000,"
",Harpswell,1018881,10.32,2,9,5.16,2.00,5.16,0.2222,"
",Daingerfield,1026336,0.00,0,2,,0.00,,0.0000,"
",Ballinger,1026207,0.00,0,1,,0.00,,0.0000,"
",Olivette,9052598,11.01,2,13,11.01,1.00,5.50,0.1538,"
",New Carlisle,1017231,0.00,0,1,,0.00,,0.0000,"
",Gibson City,1016494,0.00,0,3,,0.00,,0.0000,"
",Apple Valley,1013549,0.00,0,18,,0.00,,0.0000,"
",Madison,1019950,0.00,0,5,,0.00,,0.0000,"
",Monitor charter Township,9052459,6.06,1,3,6.06,1.00,6.06,0.3333,"
",Lu Verne,1015886,0.00,0,1,,0.00,,0.0000,"
",Pinetops,1021264,0.00,0,2,,0.00,,0.0000,"
",White Lake,1023495,0.00,0,1,,0.00,,0.0000,"
",Carrollton,1020242,0.00,0,1,,0.00,,0.0000,"
",Silver Springs Shores,9052851,0.00,0,0,0.00,2.00,,,"
",Chesterland,1023623,0.00,0,2,,0.00,,0.0000,"
",Las Vegas,1022550,4.98,1,2,4.98,1.00,4.98,0.5000,"
",Crowell,1026328,0.00,0,1,,0.00,,0.0000,"
",Blue Ball,1024676,0.00,0,2,,0.00,,0.0000,"
",Thorndale,1025332,0.00,0,1,,0.00,,0.0000,"
",Hondo,1026478,0.00,0,2,,0.00,,0.0000,"
",Connellsville,1024759,0.00,0,3,,0.00,,0.0000,"
",Westmere,9053139,3.67,1,9,1.83,2.00,3.67,0.1111,"
",Inwood,1023030,1.33,1,4,0.67,2.00,1.33,0.2500,"
",Bartonville,9051553,0.00,0,2,,0.00,,0.0000,"
",Cedarville,1023615,0.00,0,1,,0.00,,0.0000,"
",Brentwood,9051636,0.00,0,4,,0.00,,0.0000,"
",Mora,1019983,0.00,0,2,,0.00,,0.0000,"
",New Albany,1020790,0.00,0,1,,0.00,,0.0000,"
",Lexington,1020768,0.00,0,2,,0.00,,0.0000,"
",Red Hill,1025225,0.00,0,0,0.00,3.00,,,"
",Halfway,1020367,0.00,0,1,,0.00,,0.0000,"
",Stony Run,1025317,4.96,1,1,,0.00,4.96,1.0000,"
",Rantoul,1017615,0.00,0,1,,0.00,,0.0000,"
",Geneva,1016490,0.00,0,28,,0.00,,0.0000,"
",Lamoni,1015866,0.00,0,1,,0.00,,0.0000,"
",Atlanta,1026199,0.00,0,2,,0.00,,0.0000,"
",Okeechobee,1015145,5.26,1,10,,0.00,5.26,0.1000,"
",Hebo,1024475,0.00,0,1,,0.00,,0.0000,"
",Monticello,1017838,0.00,0,1,,0.00,,0.0000,"
",Jonesboro,1018002,0.00,0,1,,0.00,,0.0000,"
",Van Alstyne,1026860,3.78,1,1,1.89,2.00,3.78,1.0000,"
",Rock Spring,1015491,0.00,0,4,,0.00,,0.0000,"
",Peshtigo,1028148,0.00,0,1,,0.00,,0.0000,"
",Chatham,9051717,0.00,0,2,,0.00,,0.0000,"
",Pleasant Plain,1023941,9.46,1,3,1.18,8.00,9.46,0.3333,"
",Lincoln Park,1019415,9.17,2,4,9.17,1.00,4.58,0.5000,"
",Chariton,1015700,0.00,0,1,,0.00,,0.0000,"
",Huxley,1015839,0.00,0,1,,0.00,,0.0000,"
",Harrison,1019336,4.56,1,7,1.14,4.00,4.56,0.1429,"
",Severn,1018705,0.00,0,2,,0.00,,0.0000,"
",Yorktown,1017384,4.39,1,5,2.19,2.00,4.39,0.2000,"
",Tipp City,1024032,8.37,2,4,2.79,3.00,4.18,0.5000,"
",Tivoli,1023424,0.00,0,2,,0.00,,0.0000,"
",Lamesa,1026545,0.00,0,2,,0.00,,0.0000,"
",Cudahy,1027923,0.00,0,1,,0.00,,0.0000,"
",Pineville,1021266,0.00,0,4,,0.00,,0.0000,"
",Verdi,1022660,0.00,0,1,,0.00,,0.0000,"
",Halifax,1024917,0.00,0,3,,0.00,,0.0000,"
",Haskell,1024222,9.38,1,1,,0.00,9.38,1.0000,"
",Wakefield,9053067,0.00,0,6,,0.00,,0.0000,"
",Lincolndale,1023089,0.00,0,4,,0.00,,0.0000,"
",Mounds,1024276,0.00,0,1,,0.00,,0.0000,"
",Bell Gardens,1013578,0.00,0,4,,0.00,,0.0000,"
",Mills River,9052443,0.00,0,3,,0.00,,0.0000,"
",Harwood,1018615,10.70,2,12,5.35,2.00,5.35,0.1667,"
",Yerington,1022665,0.00,0,1,,0.00,,0.0000,"
",Whitehouse,1026884,4.78,1,3,4.78,1.00,4.78,0.3333,"
",Uniontown,1024043,6.95,1,4,0.99,7.00,6.95,0.2500,"
",Fridley,9051997,0.00,0,1,,0.00,,0.0000,"
",Atkins,1027030,0.00,0,4,,0.00,,0.0000,"
",Cherry Valley,1016365,0.00,0,2,,0.00,,0.0000,"
",Stafford,1014841,0.00,0,3,,0.00,,0.0000,"
",Clayton,1014902,0.00,0,1,,0.00,,0.0000,"
",East Palestine,1023677,0.00,0,4,,0.00,,0.0000,"
",Concord,9051761,0.00,0,2,,0.00,,0.0000,"
",Crewe,1027090,0.00,0,1,,0.00,,0.0000,"
",Viola,1014937,0.00,0,2,,0.00,,0.0000,"
",East Tawas,1019265,0.00,0,4,,0.00,,0.0000,"
",Coats,1021060,0.00,0,1,,0.00,,0.0000,"
",Encinitas,1013768,66.05,16,84,2.36,28.00,4.13,0.1905,"
",Lawrenceville,1015408,13.61,4,71,2.72,5.00,3.40,0.0563,"
",Summit,1022433,139.20,35,201,0.90,154.00,3.98,0.1741,"
",Wolcott,1014889,18.65,4,23,2.66,7.00,4.66,0.1739,"
",York,1025426,16.24,6,60,1.01,16.00,2.71,0.1000,"
",Miami,1015116,226.29,48,580,3.84,59.00,4.71,0.0828,"
",Richmond,1027270,151.27,32,366,2.61,58.00,4.73,0.0874,"
",Baltimore,1018511,429.20,101,617,2.24,192.00,4.25,0.1637,"
",Kaukauna,1028028,0.00,0,7,,0.00,,0.0000,"
",Denver,1014485,245.00,52,549,1.99,123.00,4.71,0.0947,"
",The Woodlands,9052976,11.58,3,47,2.90,4.00,3.86,0.0638,"
",Maryland Heights,1020476,16.45,2,61,,0.00,8.22,0.0328,"
",Newnan,1015452,19.01,4,41,2.11,9.00,4.75,0.0976,"
",Edwards,1014497,11.98,3,16,11.98,1.00,3.99,0.1875,"
",Marietta,1015431,116.87,21,184,3.16,37.00,5.57,0.1141,"
",Marble Falls,1026592,0.00,0,11,,0.00,,0.0000,"
",Laconia,1021890,5.28,1,14,1.76,3.00,5.28,0.0714,"
",Tallahassee,1015213,45.73,9,127,3.05,15.00,5.08,0.0709,"
",Plymouth,1019534,7.97,2,38,3.98,2.00,3.98,0.0526,"
",St. Peters,1020619,28.12,5,43,7.03,4.00,5.62,0.1163,"
",North Versailles,1025155,6.90,1,9,,0.00,6.90,0.1111,"
",Princeton,1022361,111.89,24,186,2.19,51.00,4.66,0.1290,"
",Norfolk,1027239,66.74,11,111,4.45,15.00,6.07,0.0991,"
",Waldwick,1022456,19.99,4,10,3.33,6.00,5.00,0.4000,"
",Supply,1021326,6.16,2,12,1.03,6.00,3.08,0.1667,"
",Brooksville,1014968,54.50,11,107,4.54,12.00,4.95,0.1028,"
",Stafford Township,9052923,9.60,2,13,4.80,2.00,4.80,0.1538,"
",Royersford,1025247,18.30,3,24,2.03,9.00,6.10,0.1250,"
",Paris,1026678,0.00,0,9,,0.00,,0.0000,"
",Stevensville,1018721,5.65,1,10,2.83,2.00,5.65,0.1000,"
",Branchburg,9051629,16.84,3,32,5.61,3.00,5.61,0.0938,"
",West Islip,1023482,19.29,5,26,2.76,7.00,3.86,0.1923,"
",Franklin,1021113,10.85,3,14,3.62,3.00,3.62,0.2143,"
",Westport,1014880,19.50,5,37,2.17,9.00,3.90,0.1351,"
",Fishers,1017093,8.55,2,41,2.85,3.00,4.28,0.0488,"
",Lynchburg,1027201,16.87,4,51,4.22,4.00,4.22,0.0784,"
",Mount Vernon,1016705,0.00,0,7,,0.00,,0.0000,"
",Pinole,1014139,3.55,1,7,0.89,4.00,3.55,0.1429,"
",North Little Rock,1013307,33.70,6,37,8.43,4.00,5.62,0.1622,"
",Roseville,1014204,47.30,9,95,3.38,14.00,5.26,0.0947,"
",Zion,1016976,7.68,2,20,1.54,5.00,3.84,0.1000,"
",Marysville,1023817,0.00,0,15,,0.00,,0.0000,"
",Hewlett,1022992,0.00,0,4,,0.00,,0.0000,"
",Cartersville,1015289,15.51,3,16,5.17,3.00,5.17,0.1875,"
",Jeannette,1024968,0.00,0,7,,0.00,,0.0000,"
",Falmouth,1018204,32.30,7,51,3.59,9.00,4.61,0.1373,"
",Lago Vista,9052257,3.30,1,1,3.30,1.00,3.30,1.0000,"
",Fortuna,1013797,4.64,1,3,,0.00,4.64,0.3333,"
",Glassboro,1022144,0.00,0,22,,0.00,,0.0000,"
",Hagerstown,1018611,28.61,8,53,2.60,11.00,3.58,0.1509,"
",Dover,1014906,16.92,4,37,8.46,2.00,4.23,0.1081,"
",Indiana,1024959,16.32,3,26,3.26,5.00,5.44,0.1154,"
",Springfield,1027289,18.77,5,65,1.34,14.00,3.75,0.0769,"
",East Lake,9051871,3.69,1,6,1.84,2.00,3.69,0.1667,"
",Greenlawn,1022960,6.95,1,9,,0.00,6.95,0.1111,"
",Chapin,1025520,3.53,1,10,1.76,2.00,3.53,0.1000,"
",Riverton,1022381,14.66,3,19,3.67,4.00,4.89,0.1579,"
",Glen Arm,1018599,0.00,0,3,,0.00,,0.0000,"
",Concord,1021064,34.72,7,55,2.89,12.00,4.96,0.1273,"
",Middle River,1018650,4.04,1,11,2.02,2.00,4.04,0.0909,"
",Keizer,1024490,10.57,2,16,5.29,2.00,5.29,0.1250,"
",Weslaco,1026878,0.00,0,17,,0.00,,0.0000,"
",Rugby,1021541,0.00,0,2,,0.00,,0.0000,"
",Kealakekua,1015592,4.67,1,1,,0.00,4.67,1.0000,"
",Bronxville,1022760,9.69,2,9,2.42,4.00,4.84,0.2222,"
",Montgomery,1026634,4.42,1,16,,0.00,4.42,0.0625,"
",Ramona,9073459,0.00,0,21,,0.00,,0.0000,"
",Taos,1022596,0.00,0,5,,0.00,,0.0000,"
",Evansville,1028466,4.44,1,2,2.22,2.00,4.44,0.5000,"
",Worth,1016973,22.37,5,15,3.73,6.00,4.47,0.3333,"
",West Springfield,1018469,0.00,0,6,,0.00,,0.0000,"
",Mannford,1024264,0.00,0,1,,0.00,,0.0000,"
",Spring Arbor,1019597,0.00,0,2,,0.00,,0.0000,"
",Conestoga,1024757,0.00,0,1,,0.00,,0.0000,"
",Lewisburg,1023788,0.00,0,0,,0.00,,,"
",Merrifield,1027217,3.59,1,15,1.79,2.00,3.59,0.0667,"
",Redlands,1014176,12.43,3,34,12.43,1.00,4.14,0.0882,"
",Longview,1026572,23.40,5,61,5.85,4.00,4.68,0.0820,"
",Johnson City,1026032,32.40,8,83,1.62,20.00,4.05,0.0964,"
",Glen Allen,1027142,20.38,6,63,1.46,14.00,3.40,0.0952,"
",Mora,1022563,0.00,0,0,,0.00,,,"
",Clemmons,1021055,0.00,0,29,,0.00,,0.0000,"
",Redding,1014816,4.48,1,7,,0.00,4.48,0.1429,"
",New Rochelle,1023189,50.67,11,78,4.61,11.00,4.61,0.1410,"
",Westfield,1022471,31.83,8,57,1.68,19.00,3.98,0.1404,"
",Centennial,9051708,32.73,7,76,2.05,16.00,4.68,0.0921,"
",Grand Terrace,1013825,12.83,3,21,4.28,3.00,4.28,0.1429,"
",Herrin,1016546,4.30,1,11,4.30,1.00,4.30,0.0909,"
",Portland,1019006,74.51,15,108,2.87,26.00,4.97,0.1389,"
",Leesburg,1015094,32.71,7,46,2.34,14.00,4.67,0.1522,"
",Lebanon,1021892,8.92,2,36,1.78,5.00,4.46,0.0556,"
",Stuart,1015208,42.60,10,55,2.84,15.00,4.26,0.1818,"
",Wabash,1017351,0.00,0,2,,0.00,,0.0000,"
",Cedar Hills,9051706,0.00,0,13,,0.00,,0.0000,"
",Wichita,1017673,50.49,12,156,1.26,40.00,4.21,0.0769,"
",Kenosha,1028029,30.87,6,37,3.43,9.00,5.14,0.1622,"
",Wyoming,1025424,0.00,0,5,,0.00,,0.0000,"
",Upper Darby,1025356,0.00,0,18,,0.00,,0.0000,"
",Cullman,1012985,43.81,9,37,1.51,29.00,4.87,0.2432,"
",Palm Springs,1014107,15.82,4,45,5.27,3.00,3.96,0.0889,"
",Glendora,1013820,5.38,1,19,1.34,4.00,5.38,0.0526,"
",Sun Lakes,9052939,6.09,1,35,,0.00,6.09,0.0286,"
",Davidson,1021079,0.00,0,8,,0.00,,0.0000,"
",Cherry Hills Village,9051721,0.00,0,19,0.00,1.00,,0.0000,"
",Azle,1026204,16.17,3,18,8.09,2.00,5.39,0.1667,"
",Elk Grove Village,1016441,11.33,2,38,5.67,2.00,5.67,0.0526,"
",Fort Belvoir,1027132,0.00,0,6,,0.00,,0.0000,"
",Daleville,1027095,4.63,1,1,4.63,1.00,4.63,1.0000,"
",Norwalk,1014072,0.00,0,27,,0.00,,0.0000,"
",Buchanan,1019181,3.55,1,1,3.55,1.00,3.55,1.0000,"
",Porter,1026704,17.33,4,29,2.17,8.00,4.33,0.1379,"
",Scranton,1025264,20.61,4,49,5.15,4.00,5.15,0.0816,"
",Lula,1015423,0.00,0,1,,0.00,,0.0000,"
",Kearney,1021689,11.65,2,17,3.88,3.00,5.83,0.1176,"
",Urbandale,1016077,9.14,2,17,0.91,10.00,4.57,0.1176,"
",Kent,1027623,12.92,3,24,2.58,5.00,4.31,0.1250,"
",Rialto,1014185,5.22,1,7,2.61,2.00,5.22,0.1429,"
",Fincastle,1027123,11.48,3,6,2.87,4.00,3.83,0.5000,"
",Captiva,9051692,0.00,0,6,,0.00,,0.0000,"
",Coppell,1026317,11.18,2,43,2.24,5.00,5.59,0.0465,"
",Logan,1026952,15.91,3,21,2.27,7.00,5.30,0.1429,"
",DeRidder,1017964,7.28,1,12,7.28,1.00,7.28,0.0833,"
",Hermon,1022991,0.00,0,1,,0.00,,0.0000,"
",Duluth,1019804,8.66,2,37,2.17,4.00,4.33,0.0541,"
",Flat Rock,1019288,4.62,1,7,,0.00,4.62,0.1429,"
",Midland,1025080,4.62,1,5,,0.00,4.62,0.2000,"
",South Kensington,9052874,4.85,1,31,,0.00,4.85,0.0323,"
",Bartonville,9051552,0.00,0,5,,0.00,,0.0000,"
",Grove City,1024913,7.33,2,14,1.83,4.00,3.67,0.1429,"
",Hudson,9052170,6.90,1,19,3.45,2.00,6.90,0.0526,"
",Mont Vernon,1021914,0.00,0,2,,0.00,,0.0000,"
",Upper Saint Clair,9053037,9.68,1,25,9.68,1.00,9.68,0.0400,"
",Madera,1013976,10.59,2,13,5.29,2.00,5.29,0.1538,"
",Arlington,1018096,70.30,15,70,2.51,28.00,4.69,0.2143,"
