"Row Type,City name,City ID,Cost,Clicks,Impr,Cost/wt action,Weighted actions,Avg CPC,CTR,Avg pos"
",Lancaster,1026547,19.18,3,18,4.79,4.00,6.39,0.1667,"
",Ashland,1021801,0.00,0,5,,0.00,,0.0000,"
",Buffalo Grove,1016327,22.40,4,50,7.47,3.00,5.60,0.0800,"
",Midlothian,1027221,113.76,26,112,2.77,41.00,4.38,0.2321,"
",Salem,1024555,46.08,9,105,3.07,15.00,5.12,0.0857,"
",Bedford,1023560,22.28,5,14,1.31,17.00,4.46,0.3571,"
",Bakersfield,1013570,60.43,14,148,5.49,11.00,4.32,0.0946,"
",Gibsonton,1015035,0.00,0,13,,0.00,,0.0000,"
",West Jordan,1027010,0.00,0,26,,0.00,,0.0000,"
",Cary,1021041,90.91,17,195,1.68,54.00,5.35,0.0872,"
",Richmond,1026730,8.02,2,58,2.00,4.00,4.01,0.0345,"
",Berkley,1019158,15.94,4,12,15.94,1.00,3.98,0.3333,"
",Fenton,1020328,9.73,2,27,1.39,7.00,4.87,0.0741,"
",Champaign,1016359,19.48,5,61,1.30,15.00,3.90,0.0820,"
",Merced,1014004,15.19,3,30,2.53,6.00,5.06,0.1000,"
",Elizabeth,1022108,23.28,5,45,4.66,5.00,4.66,0.1111,"
",Northampton,1018343,0.00,0,16,,0.00,,0.0000,"
",Davie,9051808,33.22,7,52,2.08,16.00,4.75,0.1346,"
",Littleton,1018274,6.64,1,11,,0.00,6.64,0.0909,"
",Lihue,1015601,4.95,2,10,1.24,4.00,2.48,0.2000,"
",Marina del Rey,1013984,10.10,2,21,2.02,5.00,5.05,0.0952,"
",Hingham,9052139,11.02,3,21,1.84,6.00,3.67,0.1429,"
",Coxsackie,1022844,10.01,2,8,1.43,7.00,5.00,0.2500,"
",Tipton,1017335,5.48,1,2,5.48,1.00,5.48,0.5000,"
",Elmendorf Air Force Base,1012886,0.00,0,2,,0.00,,0.0000,"
",North Decatur,9052538,0.00,0,26,,0.00,,0.0000,"
",Chino,1013673,7.51,2,7,7.51,1.00,3.75,0.2857,"
",La Grange,1016599,5.00,1,13,,0.00,5.00,0.0769,"
",Niles,1016723,6.35,2,24,6.35,1.00,3.17,0.0833,"
",Racine,1028175,10.41,2,19,2.60,4.00,5.21,0.1053,"
",Cypress,1013716,0.00,0,35,,0.00,,0.0000,"
",Levittown,1023083,4.74,1,33,4.74,1.00,4.74,0.0303,"
",Hawthorne,1015047,9.34,2,5,,0.00,4.67,0.4000,"
",Warren,1019647,37.13,8,50,2.65,14.00,4.64,0.1600,"
",Setauket- East Setauket,1022884,5.22,1,30,5.22,1.00,5.22,0.0333,"
",Opa-locka,1015147,14.21,3,27,2.37,6.00,4.74,0.1111,"
",Sumter,1025667,36.39,6,34,6.07,6.00,6.07,0.1765,"
",Waterford Township,1019650,3.63,1,17,,0.00,3.63,0.0588,"
",Belle Isle,9051575,20.76,6,23,2.08,10.00,3.46,0.2609,"
",Bay Village,1023556,0.00,0,6,,0.00,,0.0000,"
",Cedar Park,1026276,23.54,5,44,2.62,9.00,4.71,0.1136,"
",Walton,1017908,0.00,0,3,,0.00,,0.0000,"
",Starr,9052927,5.17,1,2,5.17,1.00,5.17,0.5000,"
",Hazard,1017789,13.18,3,14,1.01,13.00,4.39,0.2143,"
",Attica,1016986,0.00,0,13,,0.00,,0.0000,"
",Barnegat Township,9051548,3.73,1,16,3.73,1.00,3.73,0.0625,"
",Kapolei,1015589,0.00,0,5,,0.00,,0.0000,"
",Athens,1012944,10.44,2,19,3.48,3.00,5.22,0.1053,"
",Carmel-by-the-Sea,1013652,0.00,0,19,,0.00,,0.0000,"
",Stewartsville,1022425,23.92,5,10,1.59,15.00,4.78,0.5000,"
",Dayton,1027097,3.92,1,2,,0.00,3.92,0.5000,"
",Fostoria,1023699,16.13,3,7,,0.00,5.38,0.4286,"
",Franklin,1027129,0.00,0,10,,0.00,,0.0000,"
",Foster,1025452,0.00,0,2,,0.00,,0.0000,"
",Ridley Park,1025235,2.64,1,18,0.66,4.00,2.64,0.0556,"
",Lanett,1013054,11.43,2,18,5.71,2.00,5.71,0.1111,"
",Exmore,1027114,4.19,1,2,,0.00,4.19,0.5000,"
",Brookville,1017015,0.00,0,3,,0.00,,0.0000,"
",Calistoga,1013636,8.66,2,4,2.89,3.00,4.33,0.5000,"
",Flower Mound,1026398,0.00,0,1,,0.00,,0.0000,"
",Thornton,9052979,6.64,1,11,3.32,2.00,6.64,0.0909,"
",Barnesville,1015261,4.91,1,6,2.46,2.00,4.91,0.1667,"
",Castle Rock,1014462,10.92,3,20,1.36,8.00,3.64,0.1500,"
",Jenkintown,1024970,6.89,1,12,,0.00,6.89,0.0833,"
",Cupertino,1013715,12.69,3,34,4.23,3.00,4.23,0.0882,"
",Lynn Haven,1015102,0.00,0,18,,0.00,,0.0000,"
",LaSalle,1016602,0.00,0,2,,0.00,,0.0000,"
",Sanger,1014246,0.00,0,3,,0.00,,0.0000,"
",Dallas,1021076,0.00,0,3,,0.00,,0.0000,"
",Andover,1023530,0.00,0,1,0.00,2.00,,0.0000,"
",Springfield,1024005,16.57,3,29,5.52,3.00,5.52,0.1034,"
",Shenandoah,1027283,0.00,0,2,,0.00,,0.0000,"
",Portland,1026705,0.00,0,21,,0.00,,0.0000,"
",Cambridge,1027889,2.66,1,2,1.33,2.00,2.66,0.5000,"
",Bixby,1024133,11.14,3,12,1.86,6.00,3.71,0.2500,"
",Gordon,1015365,0.00,0,1,,0.00,,0.0000,"
",Harrodsburg,1017786,5.08,1,7,2.54,2.00,5.08,0.1429,"
",North Ogden,9052550,0.00,0,1,,0.00,,0.0000,"
",Hooks,1026480,0.00,0,1,,0.00,,0.0000,"
",Potsdam,1023283,0.00,0,3,,0.00,,0.0000,"
",Lebec,1013938,0.00,0,1,,0.00,,0.0000,"
",West End,1021365,13.32,3,23,4.44,3.00,4.44,0.1304,"
",Ludowici,1015422,0.00,0,13,,0.00,,0.0000,"
",Somerset,1028213,0.00,0,4,,0.00,,0.0000,"
",Versailles,1017905,4.78,1,8,4.78,1.00,4.78,0.1250,"
",Dillsburg,1024798,3.75,1,15,3.75,1.00,3.75,0.0667,"
",Wolf Point,1020979,2.69,1,2,0.67,4.00,2.69,0.5000,"
",Uniontown,1025352,0.00,0,13,,0.00,,0.0000,"
",Grand Rapids,1019858,16.70,3,17,4.17,4.00,5.57,0.1765,"
",Laurel,1020917,3.11,1,6,1.55,2.00,3.11,0.1667,"
",Troutman,1021341,0.00,0,5,,0.00,,0.0000,"
",Trumansburg,1023428,25.92,5,12,3.70,7.00,5.18,0.4167,"
",Moncks Corner,1025616,18.68,4,6,1.87,10.00,4.67,0.6667,"
",Auburn,1018760,6.73,1,15,6.73,1.00,6.73,0.0667,"
",Fulton,1013809,0.00,0,1,,0.00,,0.0000,"
",Springdale,1013339,4.19,1,14,1.40,3.00,4.19,0.0714,"
",Baxter Springs,1017406,0.00,0,1,,0.00,,0.0000,"
",Getzville,1022943,4.89,1,6,4.89,1.00,4.89,0.1667,"
",Clinton,1027907,4.86,1,6,2.43,2.00,4.86,0.1667,"
",Dousman,1027936,17.14,4,5,2.86,6.00,4.29,0.8000,"
",Roanoke,1013113,3.41,1,5,3.41,1.00,3.41,0.2000,"
",Derwood,1018568,0.00,0,12,,0.00,,0.0000,"
",Johnsonville,1025588,0.00,0,4,,0.00,,0.0000,"
",Trinidad,1026850,0.00,0,2,,0.00,,0.0000,"
",Alpena,1019124,3.83,1,5,3.83,1.00,3.83,0.2000,"
",Palmyra,1027249,0.00,0,5,,0.00,,0.0000,"
",Olney,1026662,0.00,0,1,,0.00,,0.0000,"
",Coal City,1016379,4.99,1,1,2.50,2.00,4.99,1.0000,"
",Sharon Hill,1025275,0.00,0,2,,0.00,,0.0000,"
",East Hill-Meridian,9051868,10.00,2,5,10.00,1.00,5.00,0.4000,"
",Cambridge City,1017021,5.28,1,10,,0.00,5.28,0.1000,"
",Zearing,1016120,0.00,0,1,,0.00,,0.0000,"
",Lower Allen,9052353,0.00,0,3,,0.00,,0.0000,"
",Fitzgerald,1015350,0.00,0,4,,0.00,,0.0000,"
",Mountainhome,1025119,0.00,0,2,,0.00,,0.0000,"
",Pauls Valley,1024298,0.00,0,1,,0.00,,0.0000,"
",Hansen,1016166,0.00,0,1,,0.00,,0.0000,"
",Kittrell,1021173,0.00,0,2,,0.00,,0.0000,"
",Archbald,1024628,0.00,0,2,,0.00,,0.0000,"
",Tully,1023430,0.00,0,1,,0.00,,0.0000,"
",Central,1025519,0.00,0,1,,0.00,,0.0000,"
",Mountain Home,1016197,0.00,0,4,,0.00,,0.0000,"
",Morristown,1023171,0.00,0,1,,0.00,,0.0000,"
",Cleburne,1026297,2.67,1,7,2.67,1.00,2.67,0.1429,"
",Pembroke,1015467,3.83,1,6,3.83,1.00,3.83,0.1667,"
",Fair Haven,9073508,4.43,1,5,1.48,3.00,4.43,0.2000,"
",Spanish Fort,1013125,0.00,0,4,,0.00,,0.0000,"
",Ardsley,1022695,0.00,0,4,,0.00,,0.0000,"
",Humboldt,1026022,0.00,0,3,,0.00,,0.0000,"
",Felton,1014908,0.00,0,3,,0.00,,0.0000,"
",Sarver,1025253,0.00,0,1,,0.00,,0.0000,"
",Rector,1013325,0.00,0,2,,0.00,,0.0000,"
",Canadian,1026266,0.00,0,1,,0.00,,0.0000,"
",Manchester,1017829,3.83,1,2,3.83,1.00,3.83,0.5000,"
",Riverton,1016807,0.00,0,1,,0.00,,0.0000,"
",La Porte City,1015861,0.00,0,1,,0.00,,0.0000,"
",Bridgeport,1026242,0.00,0,1,,0.00,,0.0000,"
",Winsted,1020148,0.00,0,4,,0.00,,0.0000,"
",Corbin,1017731,0.00,0,1,,0.00,,0.0000,"
",Jackson,1028021,0.00,0,8,,0.00,,0.0000,"
",Ruidoso,1022584,3.98,1,3,,0.00,3.98,0.3333,"
",West Chicago,1016949,28.15,5,14,4.69,6.00,5.63,0.3571,"
",Whittier,1021369,0.00,0,8,,0.00,,0.0000,"
",La Center,1027629,0.00,0,3,,0.00,,0.0000,"
",Bridgeport,1028311,4.79,1,10,4.79,1.00,4.79,0.1000,"
",Marysville,1027654,6.72,2,9,1.68,4.00,3.36,0.2222,"
",Hawkinsville,1015380,8.50,2,8,2.12,4.00,4.25,0.2500,"
",Grandview,1020358,6.70,1,9,,0.00,6.70,0.1111,"
",Bloomfield,1017001,3.75,1,1,3.75,1.00,3.75,1.0000,"
",Odessa,1015143,17.33,4,22,1.93,9.00,4.33,0.1818,"
",Albert Lea,1019680,0.00,0,2,,0.00,,0.0000,"
",Warwick,1023458,0.00,0,12,,0.00,,0.0000,"
",Tamaqua,1025327,0.00,0,2,,0.00,,0.0000,"
",New Port Richey East,9052516,3.91,1,6,,0.00,3.91,0.1667,"
",Broomall,1024699,5.77,1,25,,0.00,5.77,0.0400,"
",Norman,1024283,20.69,5,29,2.96,7.00,4.14,0.1724,"
",Schnecksville,1025258,3.71,1,8,3.71,1.00,3.71,0.1250,"
",Sleepy Hollow,9052858,0.00,0,7,,0.00,,0.0000,"
",Lewiston,1023085,0.00,0,5,,0.00,,0.0000,"
",Mabank,1026584,4.76,1,4,0.68,7.00,4.76,0.2500,"
",Longmeadow,1018275,0.00,0,7,,0.00,,0.0000,"
",Hamilton Township,9052088,7.05,1,9,3.52,2.00,7.05,0.1111,"
",Searcy,1013334,0.00,0,9,,0.00,,0.0000,"
",Ladson,1025594,0.25,1,10,0.08,3.00,0.25,0.1000,"
",Cold Spring,1022822,5.02,1,10,5.02,1.00,5.02,0.1000,"
",Henniker,9052120,0.00,0,1,,0.00,,0.0000,"
",Hartland,1028000,3.71,2,17,0.93,4.00,1.85,0.1176,"
",Morton,1016695,3.64,1,4,3.64,1.00,3.64,0.2500,"
",Fort Bragg,1021115,0.00,0,5,,0.00,,0.0000,"
",Farmington,1019829,17.58,4,12,2.93,6.00,4.39,0.3333,"
",Round Lake Beach,9052780,12.26,2,23,6.13,2.00,6.13,0.0870,"
",Mililani,1015605,0.00,0,7,,0.00,,0.0000,"
",Caldwell,1017422,0.00,0,1,,0.00,,0.0000,"
",Harmony,1024921,0.00,0,4,,0.00,,0.0000,"
",Monson,1018310,0.00,0,3,,0.00,,0.0000,"
",Marlboro,1027410,0.00,0,1,,0.00,,0.0000,"
",Henderson,1026012,4.96,1,19,4.96,1.00,4.96,0.0526,"
",North Saint Paul,9052557,4.08,1,10,4.08,1.00,4.08,0.1000,"
",Jamestown,1023764,4.92,1,3,4.92,1.00,4.92,0.3333,"
",Laurens,1025600,0.00,0,5,,0.00,,0.0000,"
",Fairfax Station,1027117,4.85,1,6,,0.00,4.85,0.1667,"
",Conowingo,1018554,0.00,0,1,,0.00,,0.0000,"
",Oroville,1014098,3.57,1,18,1.78,2.00,3.57,0.0556,"
",Springfield Township,9052905,0.00,0,9,,0.00,,0.0000,"
",Cave Spring,9051704,0.00,0,8,,0.00,,0.0000,"
",Berlin,1018515,9.66,2,11,4.83,2.00,4.83,0.1818,"
",Girard,1017486,0.00,0,1,,0.00,,0.0000,"
",Hood River,1024481,11.67,2,5,11.67,1.00,5.83,0.4000,"
",Kodak,1026037,3.48,1,5,,0.00,3.48,0.2000,"
",Woodlawn,1027344,0.00,0,2,,0.00,,0.0000,"
",Carlyle,1016346,0.00,0,1,,0.00,,0.0000,"
",Rayville,1018052,0.00,0,3,,0.00,,0.0000,"
",Paris,1020534,0.00,0,1,,0.00,,0.0000,"
",Slinger,1028211,0.00,0,3,,0.00,,0.0000,"
",Monroe,1019465,0.00,0,5,,0.00,,0.0000,"
",Barrington,1022016,8.98,2,9,1.80,5.00,4.49,0.2222,"
",Greenbrier,1013234,0.00,0,1,,0.00,,0.0000,"
",LaCygne,1017533,0.00,0,1,,0.00,,0.0000,"
",Cedar Lake,1017029,0.00,0,1,,0.00,,0.0000,"
",Diamond Springs,1013732,0.00,0,4,,0.00,,0.0000,"
",Clarendon Hills,1016375,0.00,0,1,,0.00,,0.0000,"
",Onalaska,1026663,0.00,0,1,,0.00,,0.0000,"
",Luling,1018019,0.00,0,5,,0.00,,0.0000,"
",Albion,1022674,0.00,0,1,,0.00,,0.0000,"
",Lanesville,1017166,0.00,0,3,,0.00,,0.0000,"
",Waverly,1021783,0.00,0,1,,0.00,,0.0000,"
",Kemp,1026520,0.00,0,1,,0.00,,0.0000,"
",Concord,1015305,9.45,1,4,1.57,6.00,9.45,0.2500,"
",Rex,1015482,0.00,0,1,,0.00,,0.0000,"
",Gorham,9052042,3.15,1,10,3.15,1.00,3.15,0.1000,"
",Clay Center,1017435,0.00,0,2,,0.00,,0.0000,"
",Sparrows Point,1018714,0.00,0,1,,0.00,,0.0000,"
",Imlay City,1019368,0.00,0,3,,0.00,,0.0000,"
",Croswell,1019237,0.00,0,1,,0.00,,0.0000,"
",West Newbury,1018466,0.00,0,1,,0.00,,0.0000,"
",Superior,1020959,4.37,1,2,,0.00,4.37,0.5000,"
",Windsor,1021376,0.00,0,3,,0.00,,0.0000,"
",Odem,1026660,0.00,0,2,,0.00,,0.0000,"
",Harpers Ferry,1028353,0.00,0,2,,0.00,,0.0000,"
",Lake Ronkonkoma,9052272,6.87,1,19,2.29,3.00,6.87,0.0526,"
",Altus,1024115,4.75,1,2,1.58,3.00,4.75,0.5000,"
",Eudora,1017470,0.00,0,3,,0.00,,0.0000,"
",Greensburg,1017122,0.00,0,1,,0.00,,0.0000,"
",Moulton,1013077,0.00,0,5,,0.00,,0.0000,"
",Westville,1017369,0.00,0,1,,0.00,,0.0000,"
",Nashville,1019478,0.00,0,2,,0.00,,0.0000,"
",Wautoma,1028271,0.00,0,3,,0.00,,0.0000,"
",Pottsville,1013321,0.00,0,1,,0.00,,0.0000,"
",Aldan,9051501,0.00,0,2,,0.00,,0.0000,"
",Bearsville,1022725,6.90,1,4,3.45,2.00,6.90,0.2500,"
",Topsfield,9052995,4.14,2,3,4.14,1.00,2.07,0.6667,"
",Pike Creek,9052669,5.47,1,3,,0.00,5.47,0.3333,"
",Paris,1026100,7.20,1,2,0.90,8.00,7.20,0.5000,"
",Pfafftown,1021260,0.00,0,2,,0.00,,0.0000,"
",Silver Creek,1023367,0.00,0,2,,0.00,,0.0000,"
",Moose Lake,1019982,0.00,0,1,,0.00,,0.0000,"
",Princeton,1017869,0.00,0,1,,0.00,,0.0000,"
",Smithsburg,1018710,0.00,0,5,,0.00,,0.0000,"
",Deerfield,1018177,0.00,0,1,,0.00,,0.0000,"
",Woodstock,1021992,0.00,0,2,,0.00,,0.0000,"
",Cheswick,1024735,0.00,0,3,,0.00,,0.0000,"
",Herminie,1024934,0.00,0,1,,0.00,,0.0000,"
",Quincy,1015184,6.67,1,5,6.67,1.00,6.67,0.2000,"
",Richfield,9052741,0.00,0,1,0.00,2.00,,0.0000,"
",Litchfield,1021896,0.00,0,3,,0.00,,0.0000,"
",Kanab,1026944,0.00,0,6,,0.00,,0.0000,"
",La Pine,1024494,0.00,0,4,,0.00,,0.0000,"
",Maumelle,1013286,4.84,1,9,4.84,1.00,4.84,0.1111,"
",Sour Lake,1026801,0.00,0,2,,0.00,,0.0000,"
",Elk City,1024191,6.55,1,1,2.18,3.00,6.55,1.0000,"
",Mayo,1015111,0.00,0,1,,0.00,,0.0000,"
",San Martin,1014236,0.00,0,2,,0.00,,0.0000,"
",Cavendish,1027367,0.00,0,1,,0.00,,0.0000,"
",Columbia,1014698,0.00,0,1,,0.00,,0.0000,"
",Big Rapids,1019161,0.00,0,6,,0.00,,0.0000,"
",Twisp,1027785,0.00,0,2,,0.00,,0.0000,"
",Minnetonka,1019976,0.00,0,1,,0.00,,0.0000,"
",Mayville,1019445,9.11,1,1,,0.00,9.11,1.0000,"
",Novi,1019496,27.11,7,69,2.09,13.00,3.87,0.1014,"
",Fairmont,1028337,19.47,3,31,19.47,1.00,6.49,0.0968,"
",Largo,1015090,11.22,3,50,2.81,4.00,3.74,0.0600,"
",Wisconsin Dells,1028291,2.58,1,2,,0.00,2.58,0.5000,"
",Herndon,1027163,21.08,4,37,7.03,3.00,5.27,0.1081,"
",Buena Ventura Lakes,9051663,13.10,3,10,2.18,6.00,4.37,0.3000,"
",Warminster,1025374,20.47,4,62,5.12,4.00,5.12,0.0645,"
",Mooresville,1021222,18.50,5,39,1.23,15.00,3.70,0.1282,"
",Inverness,1015064,17.68,3,37,5.89,3.00,5.89,0.0811,"
",Greenwood,1017124,19.42,5,28,3.88,5.00,3.88,0.1786,"
",Town and Country,9052999,26.82,6,63,2.23,12.00,4.47,0.0952,"
",Aurora,1016280,45.25,9,92,3.77,12.00,5.03,0.0978,"
",Smithtown,1023372,4.42,1,26,,0.00,4.42,0.0385,"
",Fair Oaks Ranch,9051921,3.52,1,16,3.52,1.00,3.52,0.0625,"
",Plymouth,9052690,0.00,0,8,,0.00,,0.0000,"
",South Lake Tahoe,1014293,13.95,3,23,2.33,6.00,4.65,0.1304,"
",Shallotte,1021305,0.00,0,15,,0.00,,0.0000,"
",Greeneville,1026005,8.73,2,16,2.18,4.00,4.37,0.1250,"
",Marrero,1018026,15.87,3,16,15.87,1.00,5.29,0.1875,"
",Northglenn,9052568,17.41,3,31,17.41,1.00,5.80,0.0968,"
",Little Elm,1026562,20.25,4,24,3.38,6.00,5.06,0.1667,"
",Northfield,9073518,0.00,0,3,,0.00,,0.0000,"
",Scotch Plains,1022398,14.33,4,26,2.05,7.00,3.58,0.1538,"
",Harrison,1022977,6.72,1,20,0.96,7.00,6.72,0.0500,"
",Pacifica,1014102,6.00,1,18,3.00,2.00,6.00,0.0556,"
",Spring,1026808,60.75,13,181,3.57,17.00,4.67,0.0718,"
",Rhinelander,1028181,8.96,2,9,1.49,6.00,4.48,0.2222,"
",Villas,9053055,0.00,0,5,,0.00,,0.0000,"
",Pasadena,1014118,35.54,8,91,2.09,17.00,4.44,0.0879,"
",Ada,1023521,0.00,0,2,,0.00,,0.0000,"
",North Branch,1020003,0.00,0,1,0.00,1.00,,0.0000,"
",Haysville,1017501,0.00,0,2,,0.00,,0.0000,"
",Montrose,1014584,10.76,3,19,2.69,4.00,3.59,0.1579,"
",Katy,1026515,52.03,10,59,4.00,13.00,5.20,0.1695,"
",Stanford,1014301,14.46,3,25,1.81,8.00,4.82,0.1200,"
",Benbrook,9051585,56.35,10,65,3.13,18.00,5.63,0.1538,"
",Southaven,1020820,30.26,7,32,3.03,10.00,4.32,0.2188,"
",Oceanport,1022317,11.32,2,12,0.29,39.00,5.66,0.1667,"
",Greenacres,9052064,9.69,2,51,3.23,3.00,4.84,0.0392,"
",Stafford,1027290,16.38,4,46,2.34,7.00,4.09,0.0870,"
",Eagan,9051855,19.60,4,97,6.53,3.00,4.90,0.0412,"
",Inglewood,1013880,43.88,9,44,7.31,6.00,4.88,0.2045,"
",Guntersville,1013028,20.95,4,9,4.19,5.00,5.24,0.4444,"
",Collinsville,1016384,0.00,0,6,,0.00,,0.0000,"
",Elverta,1013765,0.00,0,1,,0.00,,0.0000,"
",American Fork,1026903,0.00,0,2,,0.00,,0.0000,"
",Lansing,1019404,5.35,2,51,1.34,4.00,2.67,0.0392,"
",Afton,1027015,0.00,0,18,,0.00,,0.0000,"
",Somersworth,1021959,0.00,0,3,,0.00,,0.0000,"
",Winter Haven,1015236,8.82,2,40,1.10,8.00,4.41,0.0500,"
",Yellow Springs,1024106,0.00,0,8,,0.00,,0.0000,"
",Ardmore,9051520,0.00,0,0,,0.00,,,"
",Glyndon,1018605,9.84,2,9,3.28,3.00,4.92,0.2222,"
",Scarsdale,1023348,32.24,7,48,2.93,11.00,4.61,0.1458,"
",Spring Lake,1019598,11.84,3,10,2.96,4.00,3.95,0.3000,"
",South Burlington,1027451,9.79,3,34,1.96,5.00,3.26,0.0882,"
",Hot Springs,1025777,0.00,0,6,,0.00,,0.0000,"
",Bohemia,1022740,0.00,0,9,,0.00,,0.0000,"
",Shelton,1014830,14.31,3,19,2.04,7.00,4.77,0.1579,"
",Delano,1013725,0.00,0,1,,0.00,,0.0000,"
",Orange,1026664,0.00,0,23,,0.00,,0.0000,"
",West Fork,1013361,5.24,1,2,5.24,1.00,5.24,0.5000,"
",Tuckerton,1022445,17.23,4,14,3.45,5.00,4.31,0.2857,"
",Springville,1023395,0.00,0,4,0.00,2.00,,0.0000,"
",Merrimack,1021908,19.23,4,22,4.81,4.00,4.81,0.1818,"
",Monroe Township,9052462,4.58,1,11,4.58,1.00,4.58,0.0909,"
",Cutler Bay,9051798,6.73,1,19,6.73,1.00,6.73,0.0526,"
",Layton,1026947,5.16,1,13,,0.00,5.16,0.0769,"
",Saluda,1027279,6.49,1,6,6.49,1.00,6.49,0.1667,"
",Caldwell,1022059,15.83,3,25,3.96,4.00,5.28,0.1200,"
",Trussville,1013138,22.01,5,19,2.75,8.00,4.40,0.2632,"
",Conklin,1019230,0.00,0,2,,0.00,,0.0000,"
",Belmont,1013581,17.01,3,16,2.13,8.00,5.67,0.1875,"
",Scott,1018056,0.00,0,1,,0.00,,0.0000,"
",Brownsville,1026248,18.83,3,32,3.14,6.00,6.28,0.0938,"
",Clarksburg,1018546,0.00,0,9,,0.00,,0.0000,"
",Waterford,9053088,3.60,1,8,,0.00,3.60,0.1250,"
",Kiowa,1014555,0.00,0,3,,0.00,,0.0000,"
",Brenham,1026240,3.17,1,8,1.58,2.00,3.17,0.1250,"
",Ashland,1024390,7.10,2,4,,0.00,3.55,0.5000,"
",Indio,1013879,6.92,1,15,3.46,2.00,6.92,0.0667,"
",Dover-Foxcroft,9051842,3.64,1,3,1.82,2.00,3.64,0.3333,"
",Lake Ridge,9052271,10.70,2,20,5.35,2.00,5.35,0.1000,"
",Park City,1026973,0.00,0,6,,0.00,,0.0000,"
",Ladysmith,1028040,2.33,1,5,,0.00,2.33,0.2000,"
",Adelphi,9051496,0.00,0,3,,0.00,,0.0000,"
",Grand Lake,1014527,3.56,1,1,,0.00,3.56,1.0000,"
",Northborough,9052564,19.20,5,28,1.48,13.00,3.84,0.1786,"
",Eldred,1022891,0.00,0,1,,0.00,,0.0000,"
",Saint Paris,1024008,0.00,0,1,,0.00,,0.0000,"
",Hudson,1023756,0.00,0,18,,0.00,,0.0000,"
",West New York,1022469,5.53,1,19,1.38,4.00,5.53,0.0526,"
",Morrison,1016694,0.00,0,3,,0.00,,0.0000,"
",Newton,1022303,11.43,2,6,3.81,3.00,5.71,0.3333,"
",Oceano,1014084,3.94,1,3,,0.00,3.94,0.3333,"
",Wauconda,1016941,0.00,0,7,,0.00,,0.0000,"
",Norco,1018038,0.00,0,2,,0.00,,0.0000,"
",Signal Mountain,1026130,0.00,0,6,,0.00,,0.0000,"
",Punxsutawney,1025217,4.68,1,1,2.34,2.00,4.68,1.0000,"
",El Monte,1013757,5.12,1,24,5.12,1.00,5.12,0.0417,"
",Edgewood,1022528,5.49,1,8,,0.00,5.49,0.1250,"
",Factoryville,1024848,0.00,0,1,,0.00,,0.0000,"
",Colorado City,9051756,0.00,0,9,,0.00,,0.0000,"
",Tilton,1021970,12.30,3,13,6.15,2.00,4.10,0.2308,"
",Farmington,1020325,0.00,0,4,,0.00,,0.0000,"
",Verona,1027315,0.00,0,2,,0.00,,0.0000,"
",Scottsville,1023352,0.00,0,1,,0.00,,0.0000,"
",Rumson,1022391,5.17,1,3,2.58,2.00,5.17,0.3333,"
",Manassas Park,9052374,0.00,0,5,,0.00,,0.0000,"
",Bristow,1027053,7.25,1,10,7.25,1.00,7.25,0.1000,"
",Port Deposit,1018687,4.88,1,4,2.44,2.00,4.88,0.2500,"
",Granite Falls,1027602,0.00,0,1,,0.00,,0.0000,"
",Onsted,1019503,0.00,0,5,,0.00,,0.0000,"
",Louisville,1023800,0.00,0,5,,0.00,,0.0000,"
",Joshua,1026509,4.68,1,2,2.34,2.00,4.68,0.5000,"
",Orfordville,1028135,0.00,0,4,,0.00,,0.0000,"
",White Hall,1013364,10.30,2,4,10.30,1.00,5.15,0.5000,"
",University,9053025,0.00,0,9,0.00,2.00,,0.0000,"
",Garden City,1017482,30.78,6,18,2.20,14.00,5.13,0.3333,"
",Taylorsville,9052962,13.60,3,20,3.40,4.00,4.53,0.1500,"
",Mount Pleasant,1025115,0.00,0,5,,0.00,,0.0000,"
",Belvidere,1022028,0.00,0,1,,0.00,,0.0000,"
",Grosse Pointe Farms,9052073,0.00,0,1,,0.00,,0.0000,"
",Erie,1016451,0.00,0,3,,0.00,,0.0000,"
",Elverson,1024834,0.00,0,1,,0.00,,0.0000,"
",Glenshaw,1024899,0.00,0,4,,0.00,,0.0000,"
",Vincennes,1017350,0.00,0,8,,0.00,,0.0000,"
",Monroe,1021221,10.94,3,25,5.47,2.00,3.65,0.1200,"
",Winder,1015560,22.89,5,29,22.89,1.00,4.58,0.1724,"
",Pittsfield,9073522,0.00,0,1,,0.00,,0.0000,"
",Marengo,1016652,9.62,1,4,,0.00,9.62,0.2500,"
",Brentwood,9051635,3.74,1,2,1.87,2.00,3.74,0.5000,"
",Aztec,1022501,3.53,1,2,1.76,2.00,3.53,0.5000,"
",Wood River,9053193,0.00,0,0,0.00,1.00,,,"
",Quogue,1023295,6.98,1,1,1.75,4.00,6.98,1.0000,"
",Mason,1019442,0.00,0,4,,0.00,,0.0000,"
",Gregory,1025763,0.00,0,1,,0.00,,0.0000,"
",Geneva,1023713,5.57,1,13,5.57,1.00,5.57,0.0769,"
",Gentry,1013228,5.33,1,1,5.33,1.00,5.33,1.0000,"
",Stephens City,1027295,0.00,0,1,,0.00,,0.0000,"
",Valley Park,1020655,3.60,1,1,,0.00,3.60,1.0000,"
",Linn,1020453,0.00,0,1,,0.00,,0.0000,"
",Shelby,1013124,0.00,0,1,,0.00,,0.0000,"
",Junction City,1024489,0.00,0,1,,0.00,,0.0000,"
